variant,seed,mode,length_scale_m,source_count,completed,time_per_source_s,virtual_time_s,distance_m,measures,switches,clear_failures,fallback_attempts,stations_visited,runtime_s,mean_first_discovery_s,last_first_discovery_s,containment_violations,nearby_effective_bearings
integrated,1012300,minimum_range,100.0,12,True,471.3925710299581,5656.710852359497,21068.55426179749,230,218,5,0,21,7.131168199997774,851.95541825,2498.466532,0,0
integrated,1012300,minimum_range,300.0,12,True,472.0287374157012,5664.344848988414,21186.724244942085,229,216,2,0,21,7.233588099999906,786.3689683333333,2344.982099,0,0
integrated,1012300,minimum_range,900.0,12,True,472.1828828376044,5666.194594051252,21195.972970256254,229,216,2,0,21,7.262752099999489,786.77799275,2346.401646,0,0
integrated,1012301,minimum_range,100.0,13,True,413.5282446599131,5375.867180578871,19504.33590289435,235,223,4,0,21,8.299062199999753,1266.1821298461539,3235.378852,0,0
integrated,1012301,minimum_range,300.0,13,True,416.1054192087694,5409.370449714002,19466.852248569994,241,228,6,0,21,8.326505699998961,1367.7858153076922,4573.18138,0,0
integrated,1012301,minimum_range,900.0,13,True,415.603533259587,5402.845932374631,19429.22966187316,243,231,2,0,21,8.276316100000258,1368.272243923077,4578.994251,0,0
integrated,1012400,edge_inset,100.0,16,True,409.48716067787586,6551.794570846014,22043.972854230065,341,325,11,0,21,10.034986999999091,4161.879472625,6225.438678,0,0
integrated,1012400,edge_inset,300.0,16,True,406.2564603283013,6500.10336525282,21820.516826264124,340,323,11,0,21,9.647736700000678,4124.0834484375,6174.049963,0,0
integrated,1012400,edge_inset,900.0,16,True,446.49973907828127,7143.9958252525,24969.979126262508,342,324,12,0,21,9.731567300001188,4105.51458475,6130.579399,0,0
integrated,1012401,edge_inset,100.0,16,True,388.8547381702414,6221.675810723862,20998.379053619323,319,302,15,0,18,10.751910900002258,3941.1242106875,5912.146953,0,0
integrated,1012401,edge_inset,300.0,16,True,392.7148477711457,6283.437564338331,20997.187821691667,329,314,15,0,20,10.820059999998193,3851.899247625,6010.461757,0,0
integrated,1012401,edge_inset,900.0,16,True,402.97873914824413,6447.659826371906,21708.29913185954,333,316,15,0,20,10.854150800001662,3916.7326524375,6158.922406,0,0
